,id,infinitive,definition,mood,subject,tense,answer,translation
5667,5667,to discover,descubrir,Continuo Perfecto,they,Presente,have been discovering,ellos han estado descubriendo
5668,5668,to discover,descubrir,Continuo Perfecto,they,Pasado,had been discovering,habían estado descubriendo
5669,5669,to discover,descubrir,Continuo Perfecto,they,Futuro,will have been discovering,habrán estado descubriendo
5670,5670,to uncover,destapar,Indicativo,I,Presente,uncover,descubro
5671,5671,to uncover,destapar,Indicativo,I,Pasado,uncovered,descubrí
5672,5672,to uncover,destapar,Indicativo,I,Futuro,will uncover,voy a descubrir
5673,5673,to uncover,destapar,Indicativo,you,Presente,uncover,usted descubre
5674,5674,to uncover,destapar,Indicativo,you,Pasado,uncovered,has descubierto
5675,5675,to uncover,destapar,Indicativo,you,Futuro,will uncover,vas a descubrir
5676,5676,to uncover,destapar,Indicativo,he,Presente,uncovers,él descubre
5677,5677,to uncover,destapar,Indicativo,she,Presente,uncovers,ella descubre
5678,5678,to uncover,destapar,Indicativo,he,Pasado,uncovered,descubrió
5679,5679,to uncover,destapar,Indicativo,she,Pasado,uncovered,ella descubrió
5680,5680,to uncover,destapar,Indicativo,he,Futuro,will uncover,él descubrirá
5681,5681,to uncover,destapar,Indicativo,she,Futuro,will uncover,ella descubrirá
5682,5682,to uncover,destapar,Indicativo,we,Presente,uncover,descubrimos
5683,5683,to uncover,destapar,Indicativo,we,Pasado,uncovered,descubrimos
5684,5684,to uncover,destapar,Indicativo,we,Futuro,will uncover,vamos a descubrir
5685,5685,to uncover,destapar,Indicativo,you,Presente,uncover,usted descubre
5686,5686,to uncover,destapar,Indicativo,you,Pasado,uncovered,has descubierto
5687,5687,to uncover,destapar,Indicativo,you,Futuro,will uncover,vas a descubrir
5688,5688,to uncover,destapar,Indicativo,they,Presente,uncover,ellos descubren
5689,5689,to uncover,destapar,Indicativo,they,Pasado,uncovered,ellos descubrieron
5690,5690,to uncover,destapar,Indicativo,they,Futuro,will uncover,ellos destaparán
5691,5691,to uncover,destapar,Perfecto,I,Presente,have uncovered,he descubierto
5692,5692,to uncover,destapar,Perfecto,I,Pasado,had uncovered,había descubierto
5693,5693,to uncover,destapar,Perfecto,I,Futuro,will have uncovered,habré descubierto
5694,5694,to uncover,destapar,Perfecto,you,Presente,have uncovered,has descubierto
5695,5695,to uncover,destapar,Perfecto,you,Pasado,had uncovered,habías descubierto
5696,5696,to uncover,destapar,Perfecto,you,Futuro,will have uncovered,habrás descubierto
5697,5697,to uncover,destapar,Perfecto,he,Presente,has uncovered,el ha descubierto
5698,5698,to uncover,destapar,Perfecto,she,Presente,has uncovered,ella ha descubierto
5699,5699,to uncover,destapar,Perfecto,he,Pasado,had uncovered,él había descubierto
5700,5700,to uncover,destapar,Perfecto,she,Pasado,had uncovered,ella había descubierto
5701,5701,to uncover,destapar,Perfecto,he,Futuro,will have uncovered,él habrá descubierto
5702,5702,to uncover,destapar,Perfecto,she,Futuro,will have uncovered,ella habrá descubierto
5703,5703,to uncover,destapar,Perfecto,we,Presente,have uncovered,hemos descubierto
5704,5704,to uncover,destapar,Perfecto,we,Pasado,had uncovered,habíamos descubierto
5705,5705,to uncover,destapar,Perfecto,we,Futuro,will have uncovered,nosotros habremos descubierto
5706,5706,to uncover,destapar,Perfecto,you,Presente,have uncovered,has descubierto
5707,5707,to uncover,destapar,Perfecto,you,Pasado,had uncovered,habías descubierto
5708,5708,to uncover,destapar,Perfecto,you,Futuro,will have uncovered,habrás descubierto
5709,5709,to uncover,destapar,Perfecto,they,Presente,have uncovered,ellos han descubierto
5710,5710,to uncover,destapar,Perfecto,they,Pasado,had uncovered,ellos habían descubierto
5711,5711,to uncover,destapar,Perfecto,they,Futuro,will have uncovered,ellos habrán descubierto
5712,5712,to uncover,destapar,Imperativo,you,Afirmativo,uncover,descubrir
5713,5713,to uncover,destapar,Imperativo,you,Negativo,don't uncover,no descubrir
5714,5714,to uncover,destapar,Imperativo,we,Afirmativo,let's uncover,vamos a descubrir
5715,5715,to uncover,destapar,Imperativo,we,Negativo,let's not uncover,no vamos a descubrir
5716,5716,to uncover,destapar,Imperativo,you,Afirmativo,uncover,descubrir
5717,5717,to uncover,destapar,Imperativo,you,Negativo,don't uncover,no descubrir
5718,5718,to uncover,destapar,Continuo,I,Presente,am uncovering,estoy descubriendo
5719,5719,to uncover,destapar,Continuo,I,Pasado,was uncovering,estaba descubriendo
5720,5720,to uncover,destapar,Continuo,I,Futuro,will be uncovering,estaré descubriendo
5721,5721,to uncover,destapar,Continuo,you,Presente,are uncovering,estas descubriendo
5722,5722,to uncover,destapar,Continuo,you,Pasado,were uncovering,estabas descubriendo
5723,5723,to uncover,destapar,Continuo,you,Futuro,will be uncovering,estarás descubriendo
5724,5724,to uncover,destapar,Continuo,he,Presente,is uncovering,el esta descubriendo
5725,5725,to uncover,destapar,Continuo,she,Presente,is uncovering,ella esta descubriendo
5726,5726,to uncover,destapar,Continuo,he,Pasado,was uncovering,el estaba descubriendo
5727,5727,to uncover,destapar,Continuo,she,Pasado,was uncovering,ella estaba descubriendo
5728,5728,to uncover,destapar,Continuo,he,Futuro,will be uncovering,él estará descubriendo
5729,5729,to uncover,destapar,Continuo,she,Futuro,will be uncovering,ella va a descubrir
5730,5730,to uncover,destapar,Continuo,we,Presente,are uncovering,estamos descubriendo
5731,5731,to uncover,destapar,Continuo,we,Pasado,were uncovering,estábamos descubriendo
5732,5732,to uncover,destapar,Continuo,we,Futuro,will be uncovering,estaremos descubriendo
5733,5733,to uncover,destapar,Continuo,you,Presente,are uncovering,estas descubriendo
5734,5734,to uncover,destapar,Continuo,you,Pasado,were uncovering,estabas descubriendo
5735,5735,to uncover,destapar,Continuo,you,Futuro,will be uncovering,estarás descubriendo
5736,5736,to uncover,destapar,Continuo,they,Presente,are uncovering,ellos están descubriendo
5737,5737,to uncover,destapar,Continuo,they,Pasado,were uncovering,estaban descubriendo
5738,5738,to uncover,destapar,Continuo,they,Futuro,will be uncovering,ellos van a descubrir
5739,5739,to uncover,destapar,Continuo Perfecto,I,Presente,have been uncovering,he estado descubriendo
5740,5740,to uncover,destapar,Continuo Perfecto,I,Pasado,had been uncovering,había estado descubriendo
5741,5741,to uncover,destapar,Continuo Perfecto,I,Futuro,will have been uncovering,habré estado descubriendo
5742,5742,to uncover,destapar,Continuo Perfecto,you,Presente,have been uncovering,has estado descubriendo
5743,5743,to uncover,destapar,Continuo Perfecto,you,Pasado,had been uncovering,habías estado descubriendo
5744,5744,to uncover,destapar,Continuo Perfecto,you,Futuro,will have been uncovering,habrás estado descubriendo
5745,5745,to uncover,destapar,Continuo Perfecto,he,Presente,has been uncovering,el ha estado descubriendo
5746,5746,to uncover,destapar,Continuo Perfecto,she,Presente,has been uncovering,ella ha estado descubriendo
5747,5747,to uncover,destapar,Continuo Perfecto,he,Pasado,had been uncovering,él había estado descubriendo
5748,5748,to uncover,destapar,Continuo Perfecto,she,Pasado,had been uncovering,ella había estado descubriendo
5749,5749,to uncover,destapar,Continuo Perfecto,he,Futuro,will have been uncovering,él habrá estado descubriendo
5750,5750,to uncover,destapar,Continuo Perfecto,she,Futuro,will have been uncovering,ella habrá estado descubriendo
5751,5751,to uncover,destapar,Continuo Perfecto,we,Presente,have been uncovering,hemos estado descubriendo
5752,5752,to uncover,destapar,Continuo Perfecto,we,Pasado,had been uncovering,habíamos estado descubriendo
5753,5753,to uncover,destapar,Continuo Perfecto,we,Futuro,will have been uncovering,habremos estado descubriendo
5754,5754,to uncover,destapar,Continuo Perfecto,you,Presente,have been uncovering,has estado descubriendo
5755,5755,to uncover,destapar,Continuo Perfecto,you,Pasado,had been uncovering,habías estado descubriendo
5756,5756,to uncover,destapar,Continuo Perfecto,you,Futuro,will have been uncovering,habrás estado descubriendo
5757,5757,to uncover,destapar,Continuo Perfecto,they,Presente,have been uncovering,han estado descubriendo
5758,5758,to uncover,destapar,Continuo Perfecto,they,Pasado,had been uncovering,habían estado descubriendo
5759,5759,to uncover,destapar,Continuo Perfecto,they,Futuro,will have been uncovering,habrán estado descubriendo
5760,5760,to want,querer,Indicativo,I,Presente,want,quiero
5761,5761,to want,querer,Indicativo,I,Pasado,wanted,yo quería
5762,5762,to want,querer,Indicativo,I,Futuro,will want,voy a querer
5763,5763,to want,querer,Indicativo,you,Presente,want,usted quiere
5764,5764,to want,querer,Indicativo,you,Pasado,wanted,tú querías
5765,5765,to want,querer,Indicativo,you,Futuro,will want,querrás
5766,5766,to want,querer,Indicativo,he,Presente,wants,el quiere
5767,5767,to want,querer,Indicativo,she,Presente,wants,ella quiere
5768,5768,to want,querer,Indicativo,he,Pasado,wanted,él quería
5769,5769,to want,querer,Indicativo,she,Pasado,wanted,ella quería
5770,5770,to want,querer,Indicativo,he,Futuro,will want,el va a querer
5771,5771,to want,querer,Indicativo,she,Futuro,will want,ella querrá
5772,5772,to want,querer,Indicativo,we,Presente,want,queremos
5773,5773,to want,querer,Indicativo,we,Pasado,wanted,queríamos
5774,5774,to want,querer,Indicativo,we,Futuro,will want,vamos a querer
5775,5775,to want,querer,Indicativo,you,Presente,want,usted quiere
5776,5776,to want,querer,Indicativo,you,Pasado,wanted,tú querías
5777,5777,to want,querer,Indicativo,you,Futuro,will want,querrás
5778,5778,to want,querer,Indicativo,they,Presente,want,ellos quieren
5779,5779,to want,querer,Indicativo,they,Pasado,wanted,ellos querían
5780,5780,to want,querer,Indicativo,they,Futuro,will want,ellos van a querer
5781,5781,to want,querer,Perfecto,I,Presente,have wanted,yo he querido
5782,5782,to want,querer,Perfecto,I,Pasado,had wanted,había querido
5783,5783,to want,querer,Perfecto,I,Futuro,will have wanted,habré querido
5784,5784,to want,querer,Perfecto,you,Presente,have wanted,has querido
5785,5785,to want,querer,Perfecto,you,Pasado,had wanted,tu habias querido
5786,5786,to want,querer,Perfecto,you,Futuro,will have wanted,habrás querido
5787,5787,to want,querer,Perfecto,he,Presente,has wanted,él ha querido
5788,5788,to want,querer,Perfecto,she,Presente,has wanted,ella ha querido
5789,5789,to want,querer,Perfecto,he,Pasado,had wanted,el habia querido
5790,5790,to want,querer,Perfecto,she,Pasado,had wanted,ella había querido
5791,5791,to want,querer,Perfecto,he,Futuro,will have wanted,él habrá querido
5792,5792,to want,querer,Perfecto,she,Futuro,will have wanted,ella habrá querido
5793,5793,to want,querer,Perfecto,we,Presente,have wanted,hemos querido
5794,5794,to want,querer,Perfecto,we,Pasado,had wanted,habíamos querido
5795,5795,to want,querer,Perfecto,we,Futuro,will have wanted,habremos querido
5796,5796,to want,querer,Perfecto,you,Presente,have wanted,has querido
5797,5797,to want,querer,Perfecto,you,Pasado,had wanted,tu habias querido
5798,5798,to want,querer,Perfecto,you,Futuro,will have wanted,habrás querido
5799,5799,to want,querer,Perfecto,they,Presente,have wanted,ellos han querido
5800,5800,to want,querer,Perfecto,they,Pasado,had wanted,ellos habian querido
5801,5801,to want,querer,Perfecto,they,Futuro,will have wanted,habrán querido
5802,5802,to want,querer,Imperativo,you,Afirmativo,want,querer
5803,5803,to want,querer,Imperativo,you,Negativo,don't want,no quiero
5804,5804,to want,querer,Imperativo,we,Afirmativo,let's want,queramos
5805,5805,to want,querer,Imperativo,we,Negativo,let's not want,no queramos
5806,5806,to want,querer,Imperativo,you,Afirmativo,want,querer
5807,5807,to want,querer,Imperativo,you,Negativo,don't want,no quiero
5808,5808,to want,querer,Continuo,I,Presente,am wanting,estoy queriendo
5809,5809,to want,querer,Continuo,I,Pasado,was wanting,estaba deseando
5810,5810,to want,querer,Continuo,I,Futuro,will be wanting,estaré deseando
5811,5811,to want,querer,Continuo,you,Presente,are wanting,estas deseando
5812,5812,to want,querer,Continuo,you,Pasado,were wanting,estabas deseando
5813,5813,to want,querer,Continuo,you,Futuro,will be wanting,estarás deseando
5814,5814,to want,querer,Continuo,he,Presente,is wanting,el esta deseando
5815,5815,to want,querer,Continuo,she,Presente,is wanting,ella esta queriendo
5816,5816,to want,querer,Continuo,he,Pasado,was wanting,estaba deseando
5817,5817,to want,querer,Continuo,she,Pasado,was wanting,ella estaba deseando
5818,5818,to want,querer,Continuo,he,Futuro,will be wanting,él estará deseando
5819,5819,to want,querer,Continuo,she,Futuro,will be wanting,ella va a faltar
5820,5820,to want,querer,Continuo,we,Presente,are wanting,estamos deseando
5821,5821,to want,querer,Continuo,we,Pasado,were wanting,estábamos deseando
5822,5822,to want,querer,Continuo,we,Futuro,will be wanting,estaremos deseando
5823,5823,to want,querer,Continuo,you,Presente,are wanting,estas deseando
5824,5824,to want,querer,Continuo,you,Pasado,were wanting,estabas deseando
5825,5825,to want,querer,Continuo,you,Futuro,will be wanting,estarás deseando
5826,5826,to want,querer,Continuo,they,Presente,are wanting,ellos están queriendo
5827,5827,to want,querer,Continuo,they,Pasado,were wanting,ellos estaban deseando
5828,5828,to want,querer,Continuo,they,Futuro,will be wanting,van a faltar
5829,5829,to want,querer,Continuo Perfecto,I,Presente,have been wanting,he estado queriendo
5830,5830,to want,querer,Continuo Perfecto,I,Pasado,had been wanting,había estado deseando
5831,5831,to want,querer,Continuo Perfecto,I,Futuro,will have been wanting,habré estado deseando
5832,5832,to want,querer,Continuo Perfecto,you,Presente,have been wanting,has estado deseando
5833,5833,to want,querer,Continuo Perfecto,you,Pasado,had been wanting,habías estado esperando
5834,5834,to want,querer,Continuo Perfecto,you,Futuro,will have been wanting,habrás estado deseando
5835,5835,to want,querer,Continuo Perfecto,he,Presente,has been wanting,él ha estado queriendo
5836,5836,to want,querer,Continuo Perfecto,she,Presente,has been wanting,ella ha estado queriendo
5837,5837,to want,querer,Continuo Perfecto,he,Pasado,had been wanting,él había estado queriendo
5838,5838,to want,querer,Continuo Perfecto,she,Pasado,had been wanting,ella había estado queriendo
5839,5839,to want,querer,Continuo Perfecto,he,Futuro,will have been wanting,él habrá estado deseando
5840,5840,to want,querer,Continuo Perfecto,she,Futuro,will have been wanting,ella habrá estado deseando
5841,5841,to want,querer,Continuo Perfecto,we,Presente,have been wanting,hemos estado deseando
5842,5842,to want,querer,Continuo Perfecto,we,Pasado,had been wanting,habíamos estado deseando
5843,5843,to want,querer,Continuo Perfecto,we,Futuro,will have been wanting,habremos estado deseando
5844,5844,to want,querer,Continuo Perfecto,you,Presente,have been wanting,has estado deseando
5845,5845,to want,querer,Continuo Perfecto,you,Pasado,had been wanting,habías estado esperando
